,醫事機構名稱,藥局調劑慢性病連續處方箋之案件數,醫院及藥局調劑慢性病連續處方箋案件數,慢性病連續處方箋釋出率,所屬分區業務組指標值,全國指標值,year,quarter
1690,三軍總醫院附設民眾診療服務處,117817,257889,0.4569,0.3971,0.3538,108,3
1691,三軍總醫院附設民眾診療服務處,86748,205203,0.4227,0.3753,0.3355,105,2
1692,三軍總醫院附設民眾診療服務處,133429,273157,0.4885,0.4607,0.4115,110,3
1693,三軍總醫院附設民眾診療服務處,137287,283415,0.4844,0.4446,0.3986,110,1
1694,三軍總醫院附設民眾診療服務處,113524,251226,0.4519,0.391,0.3496,108,2
1695,三軍總醫院附設民眾診療服務處,95553,217010,0.4403,0.3783,0.3377,105,4
1696,三軍總醫院附設民眾診療服務處,148119,291203,0.5086,0.4783,0.4262,111,2
1697,三軍總醫院附設民眾診療服務處,79385,195728,0.4056,0.3595,0.3261,104,1
1698,三軍總醫院附設民眾診療服務處,101927,229038,0.445,0.3915,0.3473,106,4
1699,三軍總醫院附設民眾診療服務處,86587,206250,0.4198,0.3717,0.3331,105,1
1700,三軍總醫院附設民眾診療服務處,149539,306321,0.4882,0.4686,0.4173,112,1
1701,三軍總醫院附設民眾診療服務處,122301,272699,0.4485,0.3924,0.351,108,4
1702,三軍總醫院附設民眾診療服務處,84667,206745,0.4095,0.364,0.327,104,4
1703,三軍總醫院附設民眾診療服務處,100226,227057,0.4414,0.3866,0.3431,106,3
1704,三軍總醫院附設民眾診療服務處,103740,233121,0.445,0.3911,0.3468,107,1
1705,三軍總醫院附設民眾診療服務處,124306,260712,0.4768,0.4408,0.3945,109,2
1706,三軍總醫院附設民眾診療服務處,95829,216562,0.4425,0.3834,0.3413,106,1
1707,三軍總醫院附設民眾診療服務處,148857,299663,0.4967,0.4651,0.4176,111,3
1708,三軍總醫院附設民眾診療服務處,96926,218381,0.4438,0.383,0.3408,106,2
1709,三軍總醫院附設民眾診療服務處,77466,197803,0.3916,0.3457,0.3153,103,4
1710,三軍總醫院附設民眾診療服務處,93357,213002,0.4383,0.3817,0.3402,105,3
1711,三軍總醫院附設民眾診療服務處,75729,194440,0.3895,0.3435,0.313,103,3
1712,三軍總醫院附設民眾診療服務處,152557,309319,0.4932,0.4677,0.4166,111,4
1713,三軍總醫院附設民眾診療服務處,153497,311825,0.4923,0.47,0.4179,112,2
1714,三軍總醫院北投分院附設民眾診療服務處,2584,6217,0.4156,0.47,0.4179,112,2
1715,三軍總醫院北投分院附設民眾診療服務處,2589,6284,0.412,0.4677,0.4166,111,4
1716,三軍總醫院北投分院附設民眾診療服務處,767,2546,0.3013,0.3435,0.313,103,3
1717,三軍總醫院北投分院附設民眾診療服務處,1049,3154,0.3326,0.3817,0.3402,105,3
1718,三軍總醫院北投分院附設民眾診療服務處,789,2668,0.2957,0.3457,0.3153,103,4
1719,三軍總醫院北投分院附設民眾診療服務處,1214,3329,0.3647,0.383,0.3408,106,2
1720,三軍總醫院北投分院附設民眾診療服務處,1241,3214,0.3861,0.3834,0.3413,106,1
1721,三軍總醫院北投分院附設民眾診療服務處,1836,4507,0.4074,0.4408,0.3945,109,2
1722,三軍總醫院北投分院附設民眾診療服務處,1338,3515,0.3807,0.3911,0.3468,107,1
1723,三軍總醫院北投分院附設民眾診療服務處,2578,6123,0.421,0.4651,0.4176,111,3
1724,三軍總醫院北投分院附設民眾診療服務處,1314,3466,0.3791,0.3866,0.3431,106,3
1725,三軍總醫院北投分院附設民眾診療服務處,924,3071,0.3009,0.364,0.327,104,4
1726,三軍總醫院北投分院附設民眾診療服務處,1709,4231,0.4039,0.3924,0.351,108,4
1727,三軍總醫院北投分院附設民眾診療服務處,2596,6210,0.418,0.4686,0.4173,112,1
1728,三軍總醫院北投分院附設民眾診療服務處,1015,2905,0.3494,0.3717,0.3331,105,1
1729,連江縣立醫院,42,731,0.0575,0.3416,0.311,103,2
1730,連江縣立醫院,77,2173,0.0354,0.4408,0.3945,109,2
1731,連江縣立醫院,80,1839,0.0435,0.3918,0.3481,107,4
1732,連江縣立醫院,55,939,0.0586,0.3557,0.3211,104,2
1733,連江縣立醫院,68,2565,0.0265,0.4875,0.4263,110,2
1734,連江縣立醫院,43,690,0.0623,0.3385,0.3072,103,1
1735,連江縣立醫院,64,1544,0.0415,0.3908,0.3477,107,2
1736,國立臺灣大學醫學院附設醫院金山分院,5002,13857,0.361,0.3908,0.3477,107,2
1737,國立臺灣大學醫學院附設醫院金山分院,6340,16265,0.3898,0.4311,0.3839,109,1
1738,國立臺灣大學醫學院附設醫院金山分院,1589,7544,0.2106,0.3385,0.3072,103,1
1739,國立臺灣大學醫學院附設醫院金山分院,2057,8439,0.2437,0.3557,0.3211,104,2
1740,國立臺灣大學醫學院附設醫院金山分院,5561,15414,0.3608,0.3918,0.3481,107,4
1741,國立臺灣大學醫學院附設醫院金山分院,1722,7716,0.2232,0.3416,0.311,103,2
1742,國立臺灣大學醫學院附設醫院金山分院,8084,19519,0.4142,0.4617,0.4129,110,4
1743,國立臺灣大學醫學院附設醫院金山分院,5244,14461,0.3626,0.3941,0.35,107,3
1744,國立臺灣大學醫學院附設醫院金山分院,2795,11171,0.2502,0.3753,0.3355,105,2
1745,國立臺灣大學醫學院附設醫院金山分院,7924,19334,0.4098,0.4595,0.4108,111,1
1746,國立臺灣大學醫學院附設醫院金山分院,5965,16620,0.3589,0.3924,0.351,108,4
1747,國立臺灣大學醫學院附設醫院金山分院,8740,20624,0.4238,0.4686,0.4173,112,1
1748,國立臺灣大學醫學院附設醫院金山分院,3774,12315,0.3065,0.3783,0.3377,105,4
1749,國立臺灣大學醫學院附設醫院金山分院,2045,8072,0.2533,0.3595,0.3261,104,1
1750,國立臺灣大學醫學院附設醫院金山分院,7332,18709,0.3919,0.4446,0.3986,110,1
1751,國立臺灣大學醫學院附設醫院金山分院,5430,15301,0.3549,0.3849,0.3459,108,1
1752,國立臺灣大學醫學院附設醫院金山分院,4632,13176,0.3515,0.3915,0.3473,106,4
1753,國立臺灣大學醫學院附設醫院金山分院,2508,10505,0.2387,0.3717,0.3331,105,1
1754,國立臺灣大學醫學院附設醫院金山分院,7620,18265,0.4172,0.4607,0.4115,110,3
1755,國立臺灣大學醫學院附設醫院金山分院,7092,18170,0.3903,0.4296,0.3861,109,3
1756,國立臺灣大學醫學院附設醫院金山分院,4407,12884,0.3421,0.3866,0.3431,106,3
1757,國立臺灣大學醫學院附設醫院金山分院,5911,16126,0.3666,0.3971,0.3538,108,3
1758,國立臺灣大學醫學院附設醫院金山分院,8382,19200,0.4366,0.4783,0.4262,111,2
1759,國立臺灣大學醫學院附設醫院金山分院,2433,10003,0.2432,0.364,0.327,104,4
1760,國立臺灣大學醫學院附設醫院金山分院,3992,12384,0.3224,0.3834,0.3413,106,1
1761,國立臺灣大學醫學院附設醫院金山分院,4836,13594,0.3557,0.3911,0.3468,107,1
1762,國立臺灣大學醫學院附設醫院金山分院,6847,16890,0.4054,0.4408,0.3945,109,2
1763,國立臺灣大學醫學院附設醫院金山分院,2104,9021,0.2332,0.3593,0.3235,104,3
1764,國立臺灣大學醫學院附設醫院金山分院,5807,15853,0.3663,0.391,0.3496,108,2
1765,國立臺灣大學醫學院附設醫院金山分院,7986,17963,0.4446,0.4875,0.4263,110,2
1766,國立臺灣大學醫學院附設醫院金山分院,4151,12421,0.3342,0.383,0.3408,106,2
1767,國立臺灣大學醫學院附設醫院金山分院,8742,20448,0.4275,0.4651,0.4176,111,3
1768,國立臺灣大學醫學院附設醫院金山分院,3400,11738,0.2897,0.3817,0.3402,105,3
1769,國立臺灣大學醫學院附設醫院金山分院,7333,18526,0.3958,0.4311,0.3868,109,4
1770,國立臺灣大學醫學院附設醫院金山分院,1809,7937,0.2279,0.3435,0.313,103,3
1771,國立臺灣大學醫學院附設醫院金山分院,1995,8329,0.2395,0.3457,0.3153,103,4
1772,國立臺灣大學醫學院附設醫院金山分院,8965,21222,0.4224,0.47,0.4179,112,2
1773,國立臺灣大學醫學院附設醫院金山分院,8757,20637,0.4243,0.4677,0.4166,111,4
1774,臺北榮民總醫院員山分院,6690,21246,0.3149,0.4677,0.4166,111,4
1775,臺北榮民總醫院員山分院,6892,21721,0.3173,0.47,0.4179,112,2
1776,臺北榮民總醫院員山分院,211,1498,0.1409,0.3457,0.3153,103,4
1777,臺北榮民總醫院員山分院,170,1377,0.1235,0.3435,0.313,103,3
1778,臺北榮民總醫院員山分院,4823,17172,0.2809,0.4311,0.3868,109,4
1779,臺北榮民總醫院員山分院,242,1446,0.1674,0.3817,0.3402,105,3
1780,臺北榮民總醫院員山分院,316,1765,0.179,0.383,0.3408,106,2
1781,臺北榮民總醫院員山分院,6399,20478,0.3125,0.4651,0.4176,111,3
1782,臺北榮民總醫院員山分院,3816,16863,0.2263,0.391,0.3496,108,2
1783,臺北榮民總醫院員山分院,237,1440,0.1646,0.3593,0.3235,104,3
1784,臺北榮民總醫院員山分院,4669,18244,0.2559,0.4408,0.3945,109,2
1785,臺北榮民總醫院員山分院,329,3036,0.1084,0.3911,0.3468,107,1
1786,臺北榮民總醫院員山分院,302,1651,0.1829,0.3834,0.3413,106,1
1787,臺北榮民總醫院員山分院,219,1606,0.1364,0.364,0.327,104,4
1788,臺北榮民總醫院員山分院,6234,19663,0.317,0.4783,0.4262,111,2
1789,臺北榮民總醫院員山分院,3855,17140,0.2249,0.3971,0.3538,108,3
1790,新北市立聯合醫院,32562,70162,0.4641,0.4311,0.3839,109,1
1791,新北市立聯合醫院,29393,70098,0.4193,0.3908,0.3477,107,2
1792,新北市立聯合醫院,30870,72716,0.4245,0.3924,0.351,108,4
1793,新北市立聯合醫院,24656,63234,0.3899,0.3753,0.3355,105,2
1794,新北市立聯合醫院,18343,53472,0.343,0.3385,0.3072,103,1
1795,新北市立聯合醫院,35660,71246,0.5005,0.4595,0.4108,111,1
1796,新北市立聯合醫院,29095,69829,0.4167,0.3941,0.35,107,3
1797,新北市立聯合醫院,19483,55785,0.3493,0.3416,0.311,103,2
1798,衛生福利部草屯療養院,1942,4857,0.3998,0.2623,0.311,103,2
1799,衛生福利部草屯療養院,2584,6331,0.4082,0.3004,0.3477,107,2
1800,衛生福利部草屯療養院,3486,8490,0.4106,0.3538,0.4108,111,1
1801,衛生福利部草屯療養院,2256,5615,0.4018,0.2909,0.3331,105,1
1802,衛生福利部草屯療養院,1816,4593,0.3954,0.2571,0.3072,103,1
1803,衛生福利部草屯療養院,3715,8759,0.4241,0.3615,0.4176,111,3
1804,衛生福利部草屯療養院,3658,8621,0.4243,0.3605,0.4173,112,1
1805,衛生福利部草屯療養院,2970,7692,0.3861,0.3015,0.351,108,4
1806,衛生福利部草屯療養院,2535,6391,0.3967,0.2999,0.3468,107,1
1807,衛生福利部草屯療養院,3430,8124,0.4222,0.3625,0.4263,110,2
1808,衛生福利部草屯療養院,2287,5570,0.4106,0.2946,0.3402,105,3
1809,衛生福利部草屯療養院,2070,5149,0.402,0.2701,0.3153,103,4
1810,衛生福利部草屯療養院,2835,6943,0.4083,0.3014,0.3481,107,4
1811,衛生福利部草屯療養院,2686,6857,0.3917,0.2989,0.3459,108,1
1812,衛生福利部草屯療養院,3143,7958,0.3949,0.3272,0.3839,109,1
1813,衛生福利部草屯療養院,2357,5930,0.3975,0.2996,0.3431,106,3
1814,衛生福利部草屯療養院,3522,8513,0.4137,0.3534,0.4115,110,3
1815,衛生福利部草屯療養院,2174,5404,0.4023,0.2824,0.327,104,4
1816,衛生福利部草屯療養院,3321,8363,0.3971,0.3328,0.3861,109,3
1817,衛生福利部草屯療養院,2042,5106,0.3999,0.28,0.3261,104,1
1818,衛生福利部草屯療養院,3265,7932,0.4116,0.3366,0.3945,109,2
1819,衛生福利部草屯療養院,2712,6621,0.4096,0.3032,0.35,107,3
1820,衛生福利部草屯療養院,2318,5669,0.4089,0.2966,0.3408,106,2
1821,衛生福利部草屯療養院,3638,8532,0.4264,0.3566,0.4129,110,4
1822,衛生福利部草屯療養院,2867,7426,0.3861,0.303,0.3538,108,3
1823,衛生福利部草屯療養院,2141,5307,0.4034,0.278,0.3235,104,3
1824,衛生福利部草屯療養院,3710,8685,0.4272,0.3672,0.4262,111,2
1825,衛生福利部草屯療養院,2250,5608,0.4012,0.2934,0.3377,105,4
1826,衛生福利部草屯療養院,2463,6014,0.4095,0.3041,0.3473,106,4
1827,衛生福利部草屯療養院,2132,5197,0.4102,0.2742,0.3211,104,2
1828,衛生福利部草屯療養院,2752,6958,0.3955,0.2981,0.3496,108,2
1829,衛生福利部草屯療養院,3429,8311,0.4126,0.3422,0.3986,110,1
1830,衛生福利部草屯療養院,2257,5677,0.3976,0.2963,0.3413,106,1
1831,衛生福利部草屯療養院,3254,7963,0.4086,0.3325,0.3868,109,4
1832,衛生福利部草屯療養院,2198,5401,0.407,0.2908,0.3355,105,2
1833,衛生福利部草屯療養院,1969,5021,0.3922,0.2658,0.313,103,3
1834,衛生福利部草屯療養院,3688,8933,0.4129,0.3586,0.4166,111,4
1835,衛生福利部草屯療養院,3666,8689,0.4219,0.3587,0.4179,112,2
1836,衛生福利部胸腔病院,3115,6502,0.4791,0.42,0.4179,112,2
1837,衛生福利部胸腔病院,1600,3314,0.4828,0.339,0.313,103,3
1838,衛生福利部胸腔病院,2502,5389,0.4643,0.4032,0.3868,109,4
1839,衛生福利部胸腔病院,1876,3778,0.4966,0.3522,0.3355,105,2
1840,衛生福利部胸腔病院,2107,4272,0.4932,0.3563,0.3413,106,1
1841,衛生福利部胸腔病院,2167,4853,0.4465,0.3679,0.3496,108,2
1842,衛生福利部胸腔病院,2866,5974,0.4797,0.4226,0.4129,110,4
1843,衛生福利部胸腔病院,2594,5426,0.4781,0.4108,0.3986,110,1
1844,衛生福利部胸腔病院,1610,3423,0.4703,0.3411,0.3211,104,2
1845,衛生福利部胸腔病院,2131,4374,0.4872,0.3598,0.3473,106,4
1846,衛生福利部胸腔病院,2100,4171,0.5035,0.3547,0.3377,105,4
1847,衛生福利部胸腔病院,3054,6300,0.4848,0.4277,0.4262,111,2
1848,衛生福利部胸腔病院,2269,5050,0.4493,0.3706,0.3538,108,3
1849,衛生福利部胸腔病院,1655,3527,0.4692,0.343,0.3235,104,3
1850,衛生福利部胸腔病院,2093,4277,0.4894,0.3547,0.3408,106,2
1851,衛生福利部胸腔病院,2558,5306,0.4821,0.413,0.3945,109,2
1852,衛生福利部胸腔病院,2121,4513,0.47,0.3625,0.35,107,3
1853,衛生福利部胸腔病院,1617,3375,0.4791,0.3497,0.3261,104,1
1854,衛生福利部胸腔病院,2584,5452,0.474,0.4065,0.3861,109,3
1855,衛生福利部胸腔病院,2774,5779,0.48,0.4219,0.4115,110,3
1856,衛生福利部胸腔病院,1795,3707,0.4842,0.3451,0.327,104,4
1857,衛生福利部豐原醫院,20427,60647,0.3368,0.2742,0.3211,104,2
1858,衛生福利部豐原醫院,26878,67290,0.3994,0.2981,0.3496,108,2
1859,衛生福利部豐原醫院,32676,73742,0.4431,0.3422,0.3986,110,1
1860,衛生福利部豐原醫院,16511,54538,0.3027,0.2571,0.3072,103,1
1861,衛生福利部豐原醫院,26035,67825,0.3839,0.2999,0.3468,107,1
1862,衛生福利部豐原醫院,26271,66454,0.3953,0.2989,0.3459,108,1
1863,衛生福利部豐原醫院,26334,67809,0.3884,0.3014,0.3481,107,4
1864,衛生福利部豐原醫院,19458,60497,0.3216,0.2701,0.3153,103,4
1865,衛生福利部豐原醫院,36331,78978,0.46,0.3587,0.4179,112,2
1866,衛生福利部新營醫院,6627,16001,0.4142,0.42,0.4179,112,2
1867,衛生福利部新營醫院,3632,10236,0.3548,0.3407,0.3153,103,4
1868,衛生福利部新營醫院,4584,12332,0.3717,0.3647,0.3459,108,1
1869,衛生福利部新營醫院,4415,12401,0.356,0.3617,0.3481,107,4
1870,衛生福利部新營醫院,3554,10104,0.3517,0.3327,0.3072,103,1
1871,衛生福利部新營醫院,4346,12029,0.3613,0.3623,0.3468,107,1
1872,衛生福利部新營醫院,5613,14013,0.4006,0.4108,0.3986,110,1
1873,衛生福利部新營醫院,4584,12499,0.3667,0.3679,0.3496,108,2
1874,衛生福利部新營醫院,3601,10038,0.3587,0.3411,0.3211,104,2
1875,衛生福利部新營醫院,3602,9987,0.3607,0.3497,0.3261,104,1
1876,衛生福利部新營醫院,4346,11935,0.3641,0.3625,0.35,107,3
1877,衛生福利部新營醫院,5422,13622,0.398,0.413,0.3945,109,2
1878,衛生福利部新營醫院,3670,10331,0.3552,0.3388,0.311,103,2
1879,衛生福利部新營醫院,4193,11766,0.3564,0.3625,0.3477,107,2
1880,衛生福利部新營醫院,3832,10431,0.3674,0.3496,0.3331,105,1
1881,衛生福利部新營醫院,4976,13599,0.3659,0.3686,0.351,108,4
1882,衛生福利部新營醫院,6470,15591,0.415,0.4232,0.4176,111,3
1883,衛生福利部新營醫院,6281,15179,0.4138,0.4161,0.4108,111,1
1884,衛生福利部新營醫院,6558,15779,0.4156,0.4206,0.4173,112,1
1885,衛生福利部新營醫院,5617,13894,0.4043,0.4273,0.4263,110,2
1886,衛生福利部新營醫院,6529,16177,0.4036,0.42,0.4166,111,4
1887,衛生福利部新營醫院,3876,10576,0.3665,0.3566,0.3402,105,3
1888,衛生福利部新營醫院,5352,13790,0.3881,0.3986,0.3839,109,1
1889,衛生福利部新營醫院,4197,11288,0.3718,0.3538,0.3431,106,3
1890,衛生福利部新營醫院,5834,14436,0.4041,0.4219,0.4115,110,3
1891,衛生福利部新營醫院,3774,10515,0.3589,0.3451,0.327,104,4
1892,衛生福利部新營醫院,5513,14142,0.3898,0.4065,0.3861,109,3
1893,衛生福利部新營醫院,6082,14941,0.4071,0.4226,0.4129,110,4
1894,衛生福利部新營醫院,4044,10837,0.3732,0.3547,0.3408,106,2
1895,衛生福利部新營醫院,4805,13204,0.3639,0.3706,0.3538,108,3
1896,衛生福利部新營醫院,3657,10253,0.3567,0.343,0.3235,104,3
1897,衛生福利部新營醫院,3941,10817,0.3643,0.3547,0.3377,105,4
1898,衛生福利部新營醫院,6383,15172,0.4207,0.4277,0.4262,111,2
1899,衛生福利部新營醫院,4247,11674,0.3638,0.3598,0.3473,106,4
1900,衛生福利部新營醫院,4050,10846,0.3734,0.3563,0.3413,106,1
1901,衛生福利部新營醫院,5548,14058,0.3947,0.4032,0.3868,109,4
1902,衛生福利部新營醫院,3844,10342,0.3717,0.3522,0.3355,105,2
1903,衛生福利部新營醫院,3652,10367,0.3523,0.339,0.313,103,3
1904,衛生福利部臺南醫院新化分院,3070,8476,0.3622,0.339,0.313,103,3
1905,衛生福利部臺南醫院新化分院,3672,9677,0.3795,0.3522,0.3355,105,2
1906,衛生福利部臺南醫院新化分院,6053,13607,0.4448,0.4032,0.3868,109,4
1907,衛生福利部臺南醫院新化分院,4041,10396,0.3887,0.3563,0.3413,106,1
1908,衛生福利部臺南醫院新化分院,4773,11864,0.4023,0.3598,0.3473,106,4
1909,衛生福利部臺南醫院新化分院,7228,15117,0.4781,0.4277,0.4262,111,2
1910,衛生福利部臺南醫院新化分院,3914,10292,0.3803,0.3547,0.3377,105,4
1911,衛生福利部臺南醫院新化分院,3199,9081,0.3523,0.343,0.3235,104,3
1912,衛生福利部臺南醫院新化分院,5639,13531,0.4167,0.3706,0.3538,108,3
1913,衛生福利部臺南醫院新化分院,4205,10649,0.3949,0.3547,0.3408,106,2
1914,衛生福利部臺南醫院新化分院,6890,14720,0.4681,0.4226,0.4129,110,4
1915,衛生福利部臺南醫院新化分院,6080,13504,0.4502,0.4065,0.3861,109,3
1916,衛生福利部臺南醫院新化分院,3389,9430,0.3594,0.3451,0.327,104,4
1917,衛生福利部臺南醫院新化分院,6576,13986,0.4702,0.4219,0.4115,110,3
1918,衛生福利部臺南醫院新化分院,4609,11476,0.4016,0.3538,0.3431,106,3
1919,衛生福利部臺南醫院新化分院,5716,12836,0.4453,0.3986,0.3839,109,1
1920,衛生福利部臺南醫院新化分院,3863,9929,0.3891,0.3566,0.3402,105,3
1921,衛生福利部臺南醫院新化分院,7419,15806,0.4694,0.42,0.4166,111,4
1922,衛生福利部桃園療養院,1438,4603,0.3124,0.3218,0.3211,104,2
1923,衛生福利部桃園療養院,1228,4043,0.3037,0.3147,0.311,103,2
1924,衛生福利部桃園療養院,2038,5652,0.3606,0.3417,0.3477,107,2
1925,衛生福利部桃園療養院,2175,6036,0.3603,0.3409,0.35,107,3
1926,衛生福利部桃園療養院,1462,4619,0.3165,0.3247,0.3261,104,1
1927,衛生福利部桃園療養院,1931,5674,0.3403,0.337,0.3468,107,1
1928,衛生福利部桃園療養院,2814,7358,0.3824,0.3736,0.3839,109,1
1929,衛生福利部桃園療養院,1214,4077,0.2978,0.3095,0.3072,103,1
1930,衛生福利部玉里醫院,290,8748,0.0332,0.1962,0.3468,107,1
1931,衛生福利部玉里醫院,285,5010,0.0569,0.2761,0.4263,110,2
1932,衛生福利部玉里醫院,239,8987,0.0266,0.1655,0.3261,104,1
1933,衛生福利部玉里醫院,255,8491,0.03,0.2,0.35,107,3
1934,衛生福利部玉里醫院,195,8035,0.0243,0.1468,0.3072,103,1
1935,衛生福利部玉里醫院,227,5108,0.0444,0.2468,0.3945,109,2
1936,衛生福利部玉里醫院,208,8440,0.0246,0.1625,0.3211,104,2
1937,衛生福利部玉里醫院,183,7208,0.0254,0.1493,0.311,103,2
1938,衛生福利部玉里醫院,255,8002,0.0319,0.1972,0.3477,107,2
1939,衛生福利部玉里醫院,231,7864,0.0294,0.2105,0.3496,108,2
1940,衛生福利部玉里醫院,246,6854,0.0359,0.2531,0.3986,110,1
1941,衛生福利部玉里醫院,290,5031,0.0576,0.2695,0.4129,110,4
1942,衛生福利部玉里醫院,317,6445,0.0492,0.2691,0.4173,112,1
1943,衛生福利部玉里醫院,226,7850,0.0288,0.2149,0.351,108,4
1944,衛生福利部玉里醫院,307,5514,0.0557,0.2798,0.4176,111,3
1945,衛生福利部玉里醫院,273,8676,0.0315,0.1745,0.3331,105,1
